0.001000 -0.999999
0.002000 -0.999997
0.003000 -0.999994
0.004000 -0.999990
0.005000 -0.999985
0.006000 -0.999979
0.007000 -0.999972
0.008000 -0.999964
0.009000 -0.999955
0.010000 -0.999945
0.011000 -0.999934
0.012000 -0.999922
0.013000 -0.999909
0.014000 -0.999895
0.014999 -0.999880
0.015999 -0.999864
0.016999 -0.999847
0.017999 -0.999829
0.018999 -0.999810
0.019999 -0.999790
0.020998 -0.999769
0.021998 -0.999747
0.022998 -0.999724
0.023998 -0.999700
0.024997 -0.999675
0.025997 -0.999649
0.026997 -0.999622
0.027996 -0.999594
0.028996 -0.999565
0.029996 -0.999535
0.030995 -0.999504
0.031995 -0.999472
0.032994 -0.999439
0.033993 -0.999405
0.034993 -0.999370
0.035992 -0.999334
0.036992 -0.999297
0.037991 -0.999259
0.038990 -0.999220
0.039989 -0.999180
0.040989 -0.999139
0.041988 -0.999097
0.042987 -0.999054
0.043986 -0.999010
0.044985 -0.998965
0.045984 -0.998919
0.046983 -0.998872
0.047982 -0.998824
0.048980 -0.998775
0.049979 -0.998725
0.050978 -0.998674
0.051977 -0.998622
0.052975 -0.998569
0.053974 -0.998515
0.054972 -0.998460
0.055971 -0.998404
0.056969 -0.998347
0.057967 -0.998289
0.058966 -0.998230
0.059964 -0.998170
0.060962 -0.998110
0.061960 -0.998048
0.062958 -0.997985
0.063956 -0.997921
0.064954 -0.997856
0.065952 -0.997790
0.066950 -0.997723
0.067948 -0.997655
0.068945 -0.997586
0.069943 -0.997516
0.070940 -0.997445
0.071938 -0.997373
0.072935 -0.997300
0.073932 -0.997226
0.074930 -0.997151
0.075927 -0.997075
0.076924 -0.996998
0.077921 -0.996921
0.078918 -0.996842
0.079915 -0.996762
0.080911 -0.996681
0.081908 -0.996599
0.082905 -0.996516
0.083901 -0.996432
0.084898 -0.996347
0.085894 -0.996261
0.086890 -0.996174
0.087886 -0.996087
0.088883 -0.995998
0.089879 -0.995908
0.090874 -0.995817
0.091870 -0.995725
0.092866 -0.995632
0.093862 -0.995538
0.094857 -0.995443
0.095853 -0.995348
0.096848 -0.995251
0.097843 -0.995153
0.098838 -0.995054
0.099833 -0.994954
0.100828 -0.994853
0.101823 -0.994752
0.102818 -0.994649
0.103813 -0.994545
0.104807 -0.994440
0.105802 -0.994334
0.106796 -0.994228
0.107790 -0.994120
0.108784 -0.994011
0.109778 -0.993901
0.110772 -0.993790
0.111766 -0.993679
0.112760 -0.993566
0.113753 -0.993452
0.114747 -0.993337
0.115740 -0.993222
0.116733 -0.993105
0.117726 -0.992987
0.118719 -0.992869
0.119712 -0.992749
0.120705 -0.992628
0.121698 -0.992506
0.122690 -0.992384
0.123682 -0.992260
0.124675 -0.992135
0.125667 -0.992010
0.126659 -0.991883
0.127651 -0.991755
0.128643 -0.991627
0.129634 -0.991497
0.130626 -0.991367
0.131617 -0.991235
0.132608 -0.991102
0.133599 -0.990969
0.134590 -0.990834
0.135581 -0.990699
0.136572 -0.990562
0.137562 -0.990424
0.138553 -0.990286
0.139543 -0.990146
0.140533 -0.990006
0.141523 -0.989864
0.142513 -0.989722
0.143503 -0.989578
0.144492 -0.989434
0.145482 -0.989288
0.146471 -0.989142
0.147460 -0.988994
0.148449 -0.988846
0.149438 -0.988696
0.150427 -0.988546
0.151415 -0.988395
0.152404 -0.988242
0.153392 -0.988089
0.154380 -0.987934
0.155368 -0.987779
0.156356 -0.987623
0.157343 -0.987465
0.158331 -0.987307
0.159318 -0.987148
0.160305 -0.986987
0.161292 -0.986826
0.162279 -0.986664
0.163266 -0.986501
0.164252 -0.986336
0.165239 -0.986171
0.166225 -0.986005
0.167211 -0.985838
0.168197 -0.985669
0.169182 -0.985500
0.170168 -0.985330
0.171153 -0.985159
0.172138 -0.984987
0.173123 -0.984814
0.174108 -0.984640
0.175093 -0.984464
0.176077 -0.984288
0.177062 -0.984111
0.178046 -0.983933
0.179030 -0.983754
0.180013 -0.983574
0.180997 -0.983393
0.181980 -0.983211
0.182964 -0.983028
0.183947 -0.982844
0.184929 -0.982659
0.185912 -0.982473
0.186895 -0.982287
0.187877 -0.982099
0.188859 -0.981910
0.189841 -0.981720
0.190823 -0.981529
0.191804 -0.981337
0.192785 -0.981145
0.193767 -0.980951
0.194747 -0.980756
0.195728 -0.980560
0.196709 -0.980364
0.197689 -0.980166
0.198669 -0.979967
0.199649 -0.979768
0.200629 -0.979567
0.201609 -0.979365
0.202588 -0.979163
0.203567 -0.978959
0.204546 -0.978755
0.205525 -0.978549
0.206503 -0.978343
0.207482 -0.978135
0.208460 -0.977927
0.209438 -0.977717
0.210416 -0.977507
0.211393 -0.977295
0.212370 -0.977083
0.213347 -0.976870
0.214324 -0.976655
0.215301 -0.976440
0.216277 -0.976224
0.217254 -0.976007
0.218230 -0.975788
0.219205 -0.975569
0.220181 -0.975349
0.221156 -0.975128
0.222131 -0.974906
0.223106 -0.974683
0.224081 -0.974458
0.225056 -0.974233
0.226030 -0.974007
0.227004 -0.973780
0.227978 -0.973552
0.228951 -0.973323
0.229924 -0.973094
0.230898 -0.972863
0.231870 -0.972631
0.232843 -0.972398
0.233815 -0.972164
0.234788 -0.971929
0.235759 -0.971694
0.236731 -0.971457
0.237703 -0.971219
0.238674 -0.970981
0.239645 -0.970741
0.240616 -0.970500
0.241586 -0.970259
0.242556 -0.970016
0.243526 -0.969773
0.244496 -0.969528
0.245466 -0.969283
0.246435 -0.969036
0.247404 -0.968789
0.248373 -0.968540
0.249341 -0.968291
0.250310 -0.968041
0.251278 -0.967790
0.252245 -0.967537
0.253213 -0.967284
0.254180 -0.967030
0.255147 -0.966775
0.256114 -0.966519
0.257081 -0.966262
0.258047 -0.966004
0.259013 -0.965744
0.259979 -0.965484
0.260944 -0.965224
0.261909 -0.964962
0.262874 -0.964699
0.263839 -0.964435
0.264803 -0.964170
0.265768 -0.963904
0.266731 -0.963638
0.267695 -0.963370
0.268658 -0.963101
0.269622 -0.962832
0.270584 -0.962561
0.271547 -0.962290
0.272509 -0.962017
0.273471 -0.961744
0.274433 -0.961469
0.275394 -0.961194
0.276356 -0.960917
0.277317 -0.960640
0.278277 -0.960362
0.279238 -0.960083
0.280198 -0.959802
0.281157 -0.959521
